,Entity,Code,Year,Outdoor_air_pollution,High_systolic_blood_pressure,Diet_high_in_sodium,Diet_low_in_whole_grains,Alcohol_use,Diet_low_in_fruits,Unsafe_water_source,Secondhand_smoke,Low_birth_weight,Child_wasting,Unsafe_sex,Diet_low_in_nuts_and_seeds,Household_air_pollution_from_solid_fuels,Diet_low_in_vegetables,Low_physical_activity,Smoking,High_fasting_plasma_glucose,Air_pollution,High_bodymass_index,Unsafe_sanitation,No_access_to_handwashing_facility,Drug_use,Low_bone_mineral_density,Vitamin_A_deficiency,Child_stunting,Discontinued_breastfeeding,Non_exclusive_breastfeeding,Iron_deficiency
86,Albania,ALB,2016,1493,7108,2292,1422,728,199,4,723,122,40,65,355,766,47,277,4058,1885,2253,2885,2,8,119,63,0,12,0,4,0
